,title,author,num_reviews,num_ratings,avg_rating,num_pages,publish_year,first_published,series,genres,awards,places,url
10,The Dark Tower,Stephen King,6244,162250,4.23,1050,2006,2004,1,"Fantasy,Fiction,Horror",British Fantasy Award for Best Novel (2005),,https://www.goodreads.com/book/show/5091.The_Dark_Tower
11,Tower Lord,Anthony Ryan,1885,42793,4.17,602,2014,2014,1,"Fantasy,Fantasy > Epic Fantasy,Fiction",Goodreads Choice Award Nominee for Fantasy (2014),,https://www.goodreads.com/book/show/18138189-tower-lord
12,The Destroyer 2,Michael-Scott Earle,60,1722,4.11,449,2016,,1,"Fantasy,Fantasy > Magic,Adult",,,https://www.goodreads.com/book/show/29247884-the-destroyer-2
13,A Man and His God,Janet E. Morris,27,89,4.44,39,2012,1981,1,"Fantasy,Fantasy > Heroic Fantasy,Fantasy > Dark Fantasy",,,https://www.goodreads.com/book/show/15775130-a-man-and-his-god
14,Obernewtyn,Isobelle Carmody,787,11462,3.96,256,2003,1987,1,"Fantasy,Young Adult,Science Fiction > Dystopia",,,https://www.goodreads.com/book/show/47916.Obernewtyn
15,The Graveyard Book,Neil Gaiman,33717,480910,4.13,312,2008,,0,"Fantasy,Young Adult,Fiction","Hugo Award for Best Novel (2009), Newbery Medal (2009), Locus Award for Best Young Adult Novel (2009), World Fantasy Award Nominee for Best Novel (2009), Mythopoeic Fantasy Award Nominee for Children's Literature (2009) ...more","England,United Kingdom,Old Town",https://www.goodreads.com/book/show/2213661.The_Graveyard_Book
16,City of Stairs,Robert Jackson Bennett,3417,33820,4.04,452,2014,,1,"Fantasy,Fiction,Mystery","Locus Award Nominee for Best Fantasy Novel (2015), World Fantasy Award Nominee for Best Novel (2015), British Fantasy Award Nominee for Robert Holdstock Award (best fantasy novel) (2015), Goodreads Choice Award Nominee for Fantasy (2014)",,https://www.goodreads.com/book/show/20174424-city-of-stairs
17,The Battle for Skandia,John Flanagan,2131,84709,4.35,294,2008,2006,1,"Fantasy,Young Adult,Adventure",,,https://www.goodreads.com/book/show/144350.The_Battle_for_Skandia
18,Cursor's Fury,Jim Butcher,1523,66472,4.31,442,2006,,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",,Alera,https://www.goodreads.com/book/show/29394.Cursor_s_Fury
19,Dragon Haven,Robin Hobb,1308,29453,4.1,508,2010,2010,1,"Fantasy,Fantasy > Dragons,Fiction",Goodreads Choice Award Nominee for Fantasy (2010),,https://www.goodreads.com/book/show/7011403-dragon-haven
20,The Assassin's Blade,Sarah J. Maas,16608,184740,4.34,448,2014,,1,"Fantasy,Young Adult,Romance",,"Erilea,Rifthold, Adarlan,Skull's Bay,,",https://www.goodreads.com/book/show/18243700-the-assassin-s-blade
21,The IX,Andrew P. Weston,74,463,3.45,596,2015,,1,"Science Fiction,Fantasy,Historical > Historical Fiction",,,https://www.goodreads.com/book/show/24689551-the-ix
22,Among Thieves,Douglas Hulick,715,12302,3.94,414,2011,2011,1,"Fantasy,Fiction,Fantasy > Epic Fantasy","Grand Prix de l'Imaginaire Nominee for Roman étranger (2013), David Gemmell Morningstar Award Nominee for Best Fantasy Newcomer (2012), The Kitschies Nominee for Golden Tentacle (Debut) (2011), David Gemmell Ravenheart Award Nominee for Best Fantasy Cover Art (2012)",,https://www.goodreads.com/book/show/8801543-among-thieves
23,King's Lament,Lilia Blanc,31,89,3.7,488,2016,2016,0,"Fantasy,LGBT,Romance",,,https://www.goodreads.com/book/show/33022673-king-s-lament
24,Epic of Lilith,Ivars Ozols,5,23,4.22,,2017,,0,,,,https://www.goodreads.com/book/show/36617106-epic-of-lilith
25,The Oracle's Journal (Of Gods and Guardians #1),Dimitri Liountris,11,28,4.39,1026,2018,,0,,,,https://www.goodreads.com/book/show/42778691-the-oracle-s-journal
26,Winterhorn,Baiculescu Ovidiu Nicolae,11,25,4.6,371,2020,,0,,,,https://www.goodreads.com/book/show/55876726-winterhorn
27,The Twelve Kingdoms: Sea of Shadow,Fuyumi Ono,193,2696,4.21,464,2007,1992,1,"Fantasy,Young Adult,Sequential Art > Manga",,,https://www.goodreads.com/book/show/13737.The_Twelve_Kingdoms
28,Talion: Revenant,Michael A. Stackpole,141,2732,4.17,467,1997,1997,0,"Fantasy,Fiction,Fantasy > Epic Fantasy",,,https://www.goodreads.com/book/show/89553.Talion
29,Desolace,Lucian Barnes,38,97,3.93,265,2012,,1,"Horror,Fantasy,Fantasy > Paranormal",,,https://www.goodreads.com/book/show/13503808-desolace
30,The Ring of Truth: The Wisdom of Wagner’s Ring of the Nibelung,Roger Scruton,18,269,4.38,401,2016,,0,"Music,Philosophy,Nonfiction",,,https://www.goodreads.com/book/show/29429881-the-ring-of-truth
31,The Talisman and Black House,Stephen King,43,3991,4.45,3500,2003,2002,1,"Horror,Fantasy,Fiction",,,https://www.goodreads.com/book/show/97126.The_Talisman_and_Black_House
32,The Alchemists of Loom,Elise Kova,938,6169,3.95,395,2017,,1,"Fantasy,Science Fiction > Steampunk,Young Adult",,,https://www.goodreads.com/book/show/31549513-the-alchemists-of-loom
33,City of Skies,Farah Cook,197,773,3.87,304,2017,,1,"Fantasy,Young Adult,Romance",,,https://www.goodreads.com/book/show/35621414-city-of-skies
34,Lirael,Garth Nix,3290,118167,4.24,464,2015,2001,1,"Fantasy,Young Adult,Fiction",West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2003),Old Kingdom,https://www.goodreads.com/book/show/47624.Lirael
35,Running with the Demon,Terry Brooks,719,27690,3.97,420,1997,,1,"Fantasy,Fantasy > Urban Fantasy,Fiction",,Illinois,https://www.goodreads.com/book/show/187124.Running_with_the_Demon
36,The Heart of the Stone,Dora Machado,38,330,3.75,453,2008,2008,1,"Fantasy,Romance > Fantasy Romance,Business > Amazon",,,https://www.goodreads.com/book/show/2873976-the-heart-of-the-stone
37,Baby,J.K. Accinni,227,873,3.8,173,2012,,1,"Science Fiction,Horror,Science Fiction > Aliens",Kindle Book Award Nominee for Sci-Fi/Fantasy (Semi-Finalist) (2013),,https://www.goodreads.com/book/show/15992857-baby
38,The Dragon God,Brae Wyckoff,13,48,4.58,278,2013,2013,1,"Fantasy,Fantasy > Dragons",,,https://www.goodreads.com/book/show/17832472-the-dragon-god
39,The War of the Worlds,H.G. Wells,9048,267512,3.83,192,2002,1897,0,"Classics,Science Fiction,Fiction",,,https://www.goodreads.com/book/show/8909.The_War_of_the_Worlds
40,Traitor's Blade,Sebastien de Castell,2303,19087,4.05,325,2014,,1,"Fantasy,Fiction,Adult","Grand Prix de l'Imaginaire Nominee for Best Foreign Work (2016), David Gemmell Morningstar Award Nominee for Best Fantasy Newcomer (2015), Goodreads Choice Award Nominee for Fantasy (2014)",,https://www.goodreads.com/book/show/20887238-traitor-s-blade
41,Ender's Game,Orson Scott Card,44888,1221909,4.3,324,2004,1985,1,"Science Fiction,Young Adult,Fantasy","Hugo Award for Best Novel (1986), Nebula Award for Best Novel (1985), Premi Ictineu for Millor novel·la traduïda (2014), Margaret A. Edwards Award (2008)",,https://www.goodreads.com/book/show/375802.Ender_s_Game
42,Lion of Macedon,David Gemmell,143,4912,4.27,516,2005,1991,1,"Fantasy,Historical > Historical Fiction,Fiction",,,https://www.goodreads.com/book/show/257054.Lion_of_Macedon
43,Echo,J.K. Accinni,113,386,4.13,219,2012,,1,"Science Fiction,Fantasy,Horror",,,https://www.goodreads.com/book/show/15992880-echo
44,Castle of Wizardry,David Eddings,805,75472,4.13,375,1984,1984,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",,,https://www.goodreads.com/book/show/645023.Castle_of_Wizardry
45,Prince of the Blood,Raymond E. Feist,304,23822,4.01,429,2007,1989,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",,,https://www.goodreads.com/book/show/13878.Prince_of_the_Blood
46,Lord of Snow and Shadows,Sarah Ash,186,2861,3.69,574,2004,2003,1,"Fantasy,Fiction,Fantasy > Dragons",,,https://www.goodreads.com/book/show/216849.Lord_of_Snow_and_Shadows
47,Wicked Lovely,Melissa Marr,7204,171048,3.69,328,2007,,1,"Fantasy,Young Adult,Romance","RITA Award by Romance Writers of America for Best Young Adult Romance (2008), DABWAHA Romance Tournament for Best Young Adult (2008), Missouri Gateway Readers Award Nominee (2010)","Huntsdale, Pennsylvania",https://www.goodreads.com/book/show/305234.Wicked_Lovely
48,House of Chains,Steven Erikson,1355,40349,4.34,1015,2007,2002,1,"Fantasy,Fantasy > Epic Fantasy,Fiction",Prix Aurora Award Nominee for Best of the Decade (2017),,https://www.goodreads.com/book/show/55398.House_of_Chains
49,Empire of Storms,Sarah J. Maas,23833,270562,4.52,689,2016,,1,"Fantasy,Young Adult,Romance",Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2016),"Morath,Rifthold, Adarlan,Terrasen,",https://www.goodreads.com/book/show/28260587-empire-of-storms
50,Enchantment,Orson Scott Card,2509,26069,3.9,422,2005,1999,0,"Fantasy,Fiction,Fantasy > Fairy Tales",,,https://www.goodreads.com/book/show/7973.Enchantment
51,The White Dragon,Anne McCaffrey,899,45471,4.18,468,1986,1978,1,"Fantasy,Science Fiction,Fantasy > Dragons","Hugo Award Nominee for Best Novel (1979), Locus Award Nominee for Best SF Novel (1979), Ditmar Award for Best International Long Fiction (1979), Gandalf Award (1979), Balrog Award Nominee for Best Novel (1979) ...more",Pern,https://www.goodreads.com/book/show/127586.The_White_Dragon
52,The Complete Chronicles of Conan,Robert E. Howard,209,4726,4.29,927,2009,2006,0,"Fantasy,Adventure,Heroic Fantasy > Sword and Sorcery",,Hyboria,https://www.goodreads.com/book/show/828878.The_Complete_Chronicles_of_Conan
53,City of Glass,Cassandra Clare,30200,870233,4.29,541,2009,,1,"Fantasy,Young Adult,Fantasy > Paranormal","Children's Choice Book Award Nominee for Teen Choice Book of the Year (2010), Goodreads Choice Award Nominee for Favorite Book & Young Adult Series (2009), LovelyBooks Leserpreis for Fantasy (2009)","Alicante, Idris,New York City, New York",https://www.goodreads.com/book/show/3777732-city-of-glass
54,The Black Unicorn,Terry Brooks,345,17829,3.78,307,1999,1987,1,"Fantasy,Fiction,Science Fiction Fantasy",,,https://www.goodreads.com/book/show/92845.The_Black_Unicorn
55,The Castle of Llyr,Lloyd Alexander,1084,36196,4.05,174,2006,1966,1,"Fantasy,Young Adult,Fiction",,,https://www.goodreads.com/book/show/24779.The_Castle_of_Llyr
56,A Court of Wings and Ruin,Sarah J. Maas,36905,420717,4.41,705,2017,,1,"Fantasy,Romance,Young Adult",Goodreads Choice Award for Young Adult Fantasy & Science Fiction (2017) and Nominee for Best of the Best (2018),,https://www.goodreads.com/book/show/23766634-a-court-of-wings-and-ruin
57,Mage Blood,Janet E. Morris,7,73,4.67,70,2012,,1,"Fantasy,Fantasy > Dark Fantasy",,,https://www.goodreads.com/book/show/13554702-mage-blood
58,Torn,Amanda Hocking,3269,66652,4.03,291,2010,,1,"Fantasy,Young Adult,Fantasy > Paranormal",,,https://www.goodreads.com/book/show/8606522-torn
59,Serpent Mage,Margaret Weis,194,20964,4.08,414,1993,1992,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",,,https://www.goodreads.com/book/show/28507.Serpent_Mage
60,Grendel,John Gardner,2158,33855,3.69,174,2010,1971,0,"Fiction,Fantasy,Classics",Mythopoeic Fantasy Award Nominee (1972),,https://www.goodreads.com/book/show/676737.Grendel
61,The Sons of Thestian,M.E. Vaughan,94,333,4.03,550,2015,2015,1,"Fantasy,Young Adult,LGBT",,,https://www.goodreads.com/book/show/25194442-the-sons-of-thestian
62,Hunt for the Star,Dane Richter,24,48,4.81,462,2013,,1,Fantasy,,,https://www.goodreads.com/book/show/17450513-hunt-for-the-star
63,Traphis: A Wizard's Tale,James D. Maxon,21,175,3.74,424,2011,,0,"Fantasy,Fiction,Young Adult",,,https://www.goodreads.com/book/show/11819066-traphis
64,"The Hobbit, or There and Back Again",J.R.R. Tolkien,53785,3187900,4.28,366,2002,1937,1,"Fantasy,Classics,Fiction","Keith Barker Millennium Book Award, Books I Loved Best Yearly (BILBY) Awards for Older Readers (1997), Mythopoeic Scholarship Award for Inklings Studies (1990)",Middle-earth,https://www.goodreads.com/book/show/5907.The_Hobbit_or_There_and_Back_Again
65,The Elvenbane,Andre Norton,293,14627,3.96,566,1993,1991,1,"Fantasy,Fantasy > Dragons,Fiction",SFBC Award (1991),,https://www.goodreads.com/book/show/176892.The_Elvenbane
66,Twelve Weapons,James Dwyer,4,20,4.75,,2017,,0,Fantasy,,,https://www.goodreads.com/book/show/34442170-twelve-weapons
67,Blackstone,C.E. Johnson,1,18,4.89,441,2018,2018,1,,,,https://www.goodreads.com/book/show/38332472-blackstone
68,In the Realm of the Wolf,David Gemmell,150,8060,4.23,306,1998,1992,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",,,https://www.goodreads.com/book/show/870808.In_the_Realm_of_the_Wolf
69,The Siege of Macindaw,John Flanagan,1579,58819,4.34,320,2006,2006,1,"Fantasy,Young Adult,Adventure",,,https://www.goodreads.com/book/show/1814843.The_Siege_of_Macindaw
70,Trinity,Domenico Italo Composto-Hart,36,295,3.98,638,2011,,1,"Fantasy,Science Fiction,Fantasy > Epic Fantasy",,,https://www.goodreads.com/book/show/12043511-trinity
71,Stone of Tears,Terry Goodkind,1854,111271,4.09,703,1995,,1,"Fantasy,Fiction,Fantasy > Epic Fantasy","Locus Award Nominee for Best Fantasy Novel (1996), SFBC Award Nominee for Book of the Year (1996)",,https://www.goodreads.com/book/show/234184.Stone_of_Tears
72,Greenstone,C.E. Johnson,6,66,4.88,466,2017,,1,"Young Adult,Fantasy,Science Fiction",,,https://www.goodreads.com/book/show/35251468-greenstone
73,STAVROS,Juddy Anderson C. Punzalan,21,186,4.4,38,2021,,0,,,,https://www.goodreads.com/book/show/56581167-stavros
74,The Chronicles of Master Li and Number Ten Ox,Barry Hughart,160,1735,4.36,652,1998,1996,1,"Fantasy,Fiction,Historical > Historical Fiction",,,https://www.goodreads.com/book/show/92581.The_Chronicles_of_Master_Li_and_Number_Ten_Ox
75,The Call of the Stone,Dora Machado,12,150,3.97,474,2009,,1,Fantasy,,,https://www.goodreads.com/book/show/17183525-the-call-of-the-stone
76,The King's Blood,Daniel Abraham,580,12004,4.01,501,2012,,1,"Fantasy,Fantasy > Epic Fantasy,Fiction","Locus Award Nominee for Best Fantasy Novel (2013), Goodreads Choice Award Nominee for Fantasy (2012)",,https://www.goodreads.com/book/show/12759057-the-king-s-blood
77,Memories of Ice,Steven Erikson,1900,48394,4.43,925,2006,2001,1,"Fantasy,Fantasy > Epic Fantasy,Fiction",Prix Aurora Award Nominee for Best of the Decade (2017),,https://www.goodreads.com/book/show/175983.Memories_of_Ice
78,The Lords of Darkness,Tanith Lee,25,429,4.39,726,1987,1978,1,"Fantasy,Fiction,Fantasy > High Fantasy",,,https://www.goodreads.com/book/show/1945059.The_Lords_of_Darkness
79,Proven Guilty,Jim Butcher,3068,112960,4.37,551,2007,2006,1,"Fantasy,Fantasy > Urban Fantasy,Fiction",,"Chicago, Illinois",https://www.goodreads.com/book/show/91474.Proven_Guilty
80,Homeland,R.A. Salvatore,2595,81931,4.22,343,2005,1990,1,"Fantasy,Dungeons and Dragons > Forgotten Realms,Fiction",,,https://www.goodreads.com/book/show/50027.Homeland
81,"I, the Sun",Janet E. Morris,74,406,4.21,558,2013,1983,0,"Historical > Historical Fiction,Fiction,Historical",,,https://www.goodreads.com/book/show/17878917-i-the-sun
82,The 13½ Lives of Captain Bluebear,Walter Moers,1522,19964,4.26,704,2006,1999,1,"Fantasy,Fiction,Humor",,Zamonia,https://www.goodreads.com/book/show/62032.The_13_Lives_of_Captain_Bluebear
83,The Will of the Empress,Tamora Pierce,575,20603,4.19,550,2006,2005,1,"Fantasy,Young Adult,Fiction",,Namorn,https://www.goodreads.com/book/show/153783.The_Will_of_the_Empress
84,"From the Two Rivers: The Eye of the World, Part 1",Robert Jordan,192,17700,4.28,416,2002,1990,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",,,https://www.goodreads.com/book/show/187049.From_the_Two_Rivers
85,Bearers of the Black Staff,Terry Brooks,494,9881,4.05,353,2010,,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",Goodreads Choice Award Nominee for Fantasy (2010),,https://www.goodreads.com/book/show/7302794-bearers-of-the-black-staff
86,Wizard Weather,Janet E. Morris,8,69,4.72,47,2013,,1,"Fantasy,Fantasy > Dark Fantasy,Short Stories",,,https://www.goodreads.com/book/show/17404225-wizard-weather
87,The Destroyer 3,Michael-Scott Earle,36,1185,4.26,389,2016,,1,"Fantasy,Fantasy > Magic,Audiobook",,,https://www.goodreads.com/book/show/29503766-the-destroyer-3
88,Dark Lands: The Not-Where,Lyn I. Kelly,12,578,4.33,210,2016,,1,"Drama,Fiction,New Adult",,,https://www.goodreads.com/book/show/30374784-dark-lands
89,The Destroyer 4,Michael-Scott Earle,49,1095,4.24,733,2016,,1,"Fantasy,Fantasy > Magic,Audiobook",,,https://www.goodreads.com/book/show/29930568-the-destroyer-4
90,The Thirteenth Tale,Diane Setterfield,24054,295374,3.96,406,2006,,0,"Fiction,Mystery,Historical > Historical Fiction","Dilys Award Nominee (2007), ALA Alex Award (2007), The Quill Award for Debut Author (2007)",Angelfield,https://www.goodreads.com/book/show/40440.The_Thirteenth_Tale
91,The Thousandfold Thought,R. Scott Bakker,364,10640,3.93,560,2007,2006,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",Locus Award Nominee for Best Fantasy Novel (2007),,https://www.goodreads.com/book/show/13806.The_Thousandfold_Thought
92,Doctors in Hell,Janet E. Morris,9,67,4.73,338,2015,,1,"Fantasy,Historical > Historical Fiction,Short Stories",,,https://www.goodreads.com/book/show/25729807-doctors-in-hell
93,The Rivers of Zadaa,D.J. MacHale,365,23609,4.2,405,2006,2005,1,"Fantasy,Young Adult,Fiction",,,https://www.goodreads.com/book/show/215542.The_Rivers_of_Zadaa
94,A Dance with Dragons,George R.R. Martin,22796,592872,4.31,1125,2011,,1,"Fantasy,Fiction,Fantasy > Epic Fantasy","Hugo Award Nominee for Best Novel (2012), Locus Award for Best Fantasy Novel (2012), World Fantasy Award Nominee for Best Novel (2012), SFX Award for Best Novel (2012), British Fantasy Award Nominee for Best Novel (2012) ...more",,https://www.goodreads.com/book/show/10664113-a-dance-with-dragons
95,Shadow Moon,George Lucas,182,2104,3.31,452,1996,1995,1,"Fantasy,Fiction,Fantasy > High Fantasy",,,https://www.goodreads.com/book/show/160859.Shadow_Moon
96,Song of the Beast,Carol Berg,165,2323,4.04,467,2003,2003,0,"Fantasy,Fantasy > Dragons,Fiction",Colorado Book Award for Genre Fiction (2003),,https://www.goodreads.com/book/show/437788.Song_of_the_Beast
97,A Knight of the Word,Terry Brooks,347,14664,4.06,386,1999,1998,1,"Fantasy,Fantasy > Urban Fantasy,Fiction",,,https://www.goodreads.com/book/show/420496.A_Knight_of_the_Word
98,The Voyage of the Dawn Treader,C.S. Lewis,7916,425588,4.08,248,2006,1952,1,"Fantasy,Fiction,Classics",,"Narnia,The Lone Islands,Dragon Island,,,,",https://www.goodreads.com/book/show/140225.The_Voyage_of_the_Dawn_Treader
99,The Crimson Crown,Cinda Williams Chima,2946,39940,4.47,598,2012,,1,"Fantasy,Young Adult,Romance",,,https://www.goodreads.com/book/show/8069828-the-crimson-crown
100,The Wishsong of Shannara,Terry Brooks,822,54612,3.94,512,1999,1985,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",,,https://www.goodreads.com/book/show/15567.The_Wishsong_of_Shannara
101,City of Ashes,Cassandra Clare,31722,829623,4.14,453,2008,,1,"Fantasy,Young Adult,Fantasy > Paranormal","Gaylactic Spectrum Award Nominee for Best Novel (2009), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2009)","New York City, New York",https://www.goodreads.com/book/show/1582996.City_of_Ashes
102,The Paradise War,Stephen R. Lawhead,508,9722,4.05,444,2006,1991,1,"Fantasy,Fiction,Historical > Historical Fiction",,,https://www.goodreads.com/book/show/73932.The_Paradise_War
103,Memnoch the Devil,Anne Rice,1701,76776,3.75,354,1999,1995,1,"Horror,Fantasy,Paranormal > Vampires",,,https://www.goodreads.com/book/show/31338.Memnoch_the_Devil
104,The Second Chronicles of Thomas Covenant,Stephen R. Donaldson,38,3528,4.02,1245,1994,1983,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",,,https://www.goodreads.com/book/show/228991.The_Second_Chronicles_of_Thomas_Covenant
105,Sword & Citadel,Gene Wolfe,459,11359,4.32,411,1994,,1,"Fantasy,Science Fiction,Fiction",,,https://www.goodreads.com/book/show/40995.Sword_Citadel
106,King's Dragon,Kate Elliott,347,8776,3.8,636,1998,1997,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",Nebula Award Nominee for Best Novel (1997),,https://www.goodreads.com/book/show/202039.King_s_Dragon
107,Escaping Destiny,Jeffrey Pierce,27,145,4.03,254,2011,2011,1,"Fantasy,Fantasy > Paranormal,Young Adult",,,https://www.goodreads.com/book/show/10425098-escaping-destiny
108,گم شده ای در مه,سید مرتضی مصطفوی,220,868,4.01,82,2016,,0,"Fiction,Philosophy,Spirituality",,,https://www.goodreads.com/book/show/40941582
109,Maya of the In-between,Sita Bennett,21,110,4.7,326,2020,2020,1,"Environment > Climate Change,Environment,Young Adult > Coming Of Age",,,https://www.goodreads.com/book/show/52862903-maya-of-the-in-between
110,The Rose and the Thorn,Michael J. Sullivan,1070,22781,4.4,347,2013,,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",,,https://www.goodreads.com/book/show/17163514-the-rose-and-the-thorn
111,Tribesman,Paul Freeman,26,150,3.89,196,2012,,1,Fantasy,,,https://www.goodreads.com/book/show/16075834-tribesman
112,The Last Dragon Slayer,Martyn Stanley,109,452,3.67,290,2014,2012,1,"Fantasy,Fantasy > Dragons,Fantasy > Dark Fantasy",,,https://www.goodreads.com/book/show/23154350-the-last-dragon-slayer
113,The First Chronicles of Druss the Legend,David Gemmell,225,10884,4.34,334,1999,1993,1,"Fantasy,Fiction,Fantasy > Heroic Fantasy",,,https://www.goodreads.com/book/show/526071.The_First_Chronicles_of_Druss_the_Legend
114,Otuna's Flute,Maricar Banguis,2,31,5.0,206,2019,,0,,,,https://www.goodreads.com/book/show/43700522-otuna-s-flute
115,The Rootless,Angelo Tsanatelis,3,31,4.29,0,2011,2011,0,"Fantasy > Dark Fantasy,Fantasy",,,https://www.goodreads.com/book/show/11447962-the-rootless
116,Three Hearts and Three Lions,Poul Anderson,324,4322,3.87,177,2003,1953,1,"Fantasy,Fiction,Science Fiction",Retro Hugo Award Nominee for Best Novella (2004),,https://www.goodreads.com/book/show/338329.Three_Hearts_and_Three_Lions
117,Wandfasted,Laurie Forest,357,3786,4.26,235,2017,,1,"Fantasy,Young Adult,Romance",,,https://www.goodreads.com/book/show/33225153-wandfasted
118,Miecz przeznaczenia,Andrzej Sapkowski,6501,120423,4.27,343,1994,1992,1,"Fantasy,Fiction,Short Stories",Tähtifantasia Award (2012),,https://www.goodreads.com/book/show/1128437.Miecz_przeznaczenia
119,Sandry's Book,Tamora Pierce,1164,45049,3.97,252,2006,1997,1,"Fantasy,Young Adult,Fiction","Mythopoeic Fantasy Award Nominee for Children's Literature (2000), Judy Lopez Memorial Award for Children's Literature Nominee (1998)",Emelan,https://www.goodreads.com/book/show/58889.Sandry_s_Book
120,Shardik,Richard Adams,303,3975,3.5,604,2004,1974,1,"Fantasy,Fiction,Animals",,Beklan Empire,https://www.goodreads.com/book/show/92408.Shardik
121,Pseudo-Dragon,Cheryl Matthynssens,16,142,4.39,670,2016,,1,Fantasy,,,https://www.goodreads.com/book/show/28762288-pseudo-dragon
122,Rise of a Merchant Prince,Raymond E. Feist,260,27550,4.08,479,1996,1995,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",,,https://www.goodreads.com/book/show/43917.Rise_of_a_Merchant_Prince
123,The Talisman,Stephen King,3752,113241,4.13,656,2001,1984,1,"Horror,Fantasy,Fiction","Locus Award Nominee for Best Fantasy Novel (1985), World Fantasy Award Nominee for Best Novel (1985), Audie Award for Fiction, Unabridged (2002)",,https://www.goodreads.com/book/show/59219.The_Talisman
124,The Alloy of Law,Brandon Sanderson,9194,157407,4.19,332,2011,,1,"Fantasy,Fiction,Science Fiction > Steampunk","Geffen Award for Best Translated Fantasy Book (2019), David Gemmell Legend Award Nominee for Best Fantasy Novel (2012), Goodreads Choice Award Nominee for Fantasy (2011)",,https://www.goodreads.com/book/show/10803121-the-alloy-of-law
125,The Swords of Night and Day,David Gemmell,149,8454,4.33,640,2005,2004,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",,,https://www.goodreads.com/book/show/19298.The_Swords_of_Night_and_Day
126,Sword of Shadows,C.N. Lesley,42,83,4.46,376,2014,,1,Fantasy,,,https://www.goodreads.com/book/show/23491735-sword-of-shadows
127,The Chronicles of Corum,Michael Moorcock,28,1643,4.04,382,1987,1971,1,"Fantasy,Fiction,Heroic Fantasy > Sword and Sorcery",,,https://www.goodreads.com/book/show/399345.The_Chronicles_of_Corum
128,Kull: Exile of Atlantis,Robert E. Howard,166,2702,3.98,352,2006,1967,1,"Fantasy,Heroic Fantasy > Sword and Sorcery,Fiction",,Valusia,https://www.goodreads.com/book/show/186182.Kull
